Age [ka BP]	δ18O H2O [‰ SMOW]
77.35	-42.43
77.35	-42.46
77.40	-42.46
77.40	-42.80
77.45	-42.80
77.45	-43.41
77.50	-43.41
77.50	-42.45
77.55	-42.45
77.55	-42.95
77.60	-42.95
77.60	-43.10
77.65	-43.10
77.65	-42.55
77.70	-42.55
77.70	-42.42
77.75	-42.42
77.75	-42.68
77.80	-42.68
77.80	-42.92
77.85	-42.92
77.85	-42.87
77.90	-42.87
77.90	-42.37
77.95	-42.37
77.95	-42.80
78.00	-42.80
78.00	-43.63
78.05	-43.63
78.05	-43.59
78.10	-43.59
78.10	-43.15
78.15	-43.15
78.15	-42.74
78.20	-42.74
78.20	-42.39
78.25	-42.39
78.25	-42.64
78.30	-42.64
78.30	-42.48
78.35	-42.48
78.35	-42.07
78.40	-42.07
78.40	-41.62
78.45	-41.62
78.45	-41.06
78.50	-41.06
78.50	-39.62
78.55	-39.62
78.55	-39.29
78.60	-39.29
78.60	-39.05
78.65	-39.05
78.65	-39.28
78.70	-39.28
78.70	-39.86
78.75	-39.86
78.75	-40.49
78.80	-40.49
78.80	-41.03
78.85	-41.03
78.85	-41.23
78.90	-41.23
78.90	-40.92
78.95	-40.92
78.95	-41.01
79.00	-41.01
79.00	-40.85
79.05	-40.85
79.05	-40.30
79.10	-40.30
79.10	-39.91
79.15	-39.91
79.15	-40.49
79.20	-40.49
79.20	-40.40
79.25	-40.40
79.25	-39.96
79.30	-39.96
79.30	-40.64
79.35	-40.64
79.35	-40.20
79.40	-40.20
79.40	-39.28
79.45	-39.28
79.45	-39.37
79.50	-39.37
79.50	-38.90
79.55	-38.90
79.55	-39.32
79.60	-39.32
79.60	-39.03
79.65	-39.03
79.65	-38.91
79.70	-38.91
79.70	-39.45
79.75	-39.45
79.75	-39.17
79.80	-39.17
79.80	-38.72
79.85	-38.72
79.85	-38.69
79.90	-38.69
79.90	-40.76
79.95	-40.76
79.95	-40.70
80.00	-40.70
80.00	-40.56
80.05	-40.56
80.05	-40.34
80.10	-40.34
80.10	-40.08
80.15	-40.08
80.15	-40.31
80.20	-40.31
80.20	-40.28
80.25	-40.28
80.25	-39.90
80.30	-39.90
80.30	-39.98
80.35	-39.98
80.35	-40.33
80.40	-40.33
80.40	-40.02
80.45	-40.02
80.45	-39.91
80.50	-39.91
80.50	-39.30
80.55	-39.30
80.55	-39.45
80.60	-39.45
80.60	-39.80
80.65	-39.80
80.65	-39.58
80.70	-39.58
80.70	-39.54
80.75	-39.54
80.75	-39.37
80.80	-39.37
80.80	-39.25
80.85	-39.25
80.85	-39.00
80.90	-39.00
80.90	-39.61
80.95	-39.61
80.95	-39.51
81.00	-39.51
81.00	-39.33
81.05	-39.33
81.05	-39.52
81.10	-39.52
81.10	-39.16
81.15	-39.16
81.15	-38.65
81.20	-38.65
81.20	-38.98
81.25	-38.98
81.25	-39.22
81.30	-39.22
81.30	-39.44
81.35	-39.44
81.35	-39.18
81.40	-39.18
81.40	-38.74
81.45	-38.74
81.45	-38.61
81.50	-38.61
81.50	-38.36
81.55	-38.36
81.55	-38.79
81.60	-38.79
81.60	-38.85
81.65	-38.85
81.65	-38.48
81.70	-38.48
81.70	-38.65
81.75	-38.65
81.75	-38.35
81.80	-38.35
81.80	-38.44
81.85	-38.44
81.85	-38.37
81.90	-38.37
81.90	-38.07
81.95	-38.07
81.95	-38.38
82.00	-38.38
82.00	-38.31
82.05	-38.31
82.05	-38.26
82.10	-38.26
82.10	-38.14
82.15	-38.14
82.15	-38.43
82.20	-38.43
82.20	-37.99
82.25	-37.99
82.25	-37.79
82.30	-37.79
82.30	-37.78
82.35	-37.78
82.35	-37.84
82.40	-37.84
82.40	-37.68
82.45	-37.68
82.45	-37.26
82.50	-37.26
82.50	-37.88
82.55	-37.88
82.55	-38.05
82.60	-38.05
82.60	-38.23
82.65	-38.23
82.65	-38.06
82.70	-38.06
82.70	-38.24
82.75	-38.24
82.75	-37.72
82.80	-37.72
82.80	-37.82
82.85	-37.82
82.85	-37.96
82.90	-37.96
82.90	-38.62
82.95	-38.62
82.95	-38.45
83.00	-38.45
83.00	-37.85
83.05	-37.85
83.05	-38.22
83.10	-38.22
83.10	-37.96
83.15	-37.96
83.15	-37.92
83.20	-37.92
83.20	-37.92
83.25	-37.92
83.25	-37.99
83.30	-37.99
83.30	-37.84
83.35	-37.84
83.35	-37.57
83.40	-37.57
83.40	-37.98
83.45	-37.98
83.45	-38.47
83.50	-38.47
83.50	-38.19
83.55	-38.19
83.55	-38.02
83.60	-38.02
83.60	-38.19
83.65	-38.19
83.65	-37.28
83.70	-37.28
83.70	-37.02
83.75	-37.02
83.75	-37.06
83.80	-37.06
83.80	-37.57
83.85	-37.57
83.85	-37.78
83.90	-37.78
83.90	-37.76
83.95	-37.76
83.95	-38.02
84.00	-38.02
84.00	-37.82
84.05	-37.82
84.05	-37.94
84.10	-37.94
84.10	-37.84
84.15	-37.84
84.15	-37.35
84.20	-37.35
84.20	-36.94
84.25	-36.94
84.25	-37.24
84.30	-37.24
84.30	-36.82
84.35	-36.82
84.35	-37.55
84.40	-37.55
84.40	-37.54
84.45	-37.54
84.45	-37.84
84.50	-37.84
84.50	-38.15
84.55	-38.15
84.55	-37.80
84.60	-37.80
84.60	-37.52
84.65	-37.52
84.65	-37.19
84.70	-37.19
84.70	-37.34
84.75	-37.34
84.75	-37.41
84.80	-37.41
84.80	-37.95
84.85	-37.95
84.85	-37.55
84.90	-37.55
84.90	-37.98
84.95	-37.98
84.95	-37.94
85.00	-37.94
85.00	-38.32
85.05	-38.32
85.05	-37.49
85.10	-37.49
85.10	-37.07
85.15	-37.07
85.15	-37.20
85.20	-37.20
85.20	-37.06
85.25	-37.06
85.25	-36.62
85.30	-36.62
85.30	-36.81
85.35	-36.81
85.35	-37.19
85.40	-37.19
85.40	-39.15
85.45	-39.15
85.45	-41.13
85.50	-41.13
85.50	-41.03
85.55	-41.03
85.55	-40.68
85.60	-40.68
85.60	-39.29
85.65	-39.29
85.65	-38.70
85.70	-38.70
85.70	-40.33
85.75	-40.33
85.75	-39.98
85.80	-39.98
85.80	-40.09
85.85	-40.09
85.85	-41.20
85.90	-41.20
85.90	-40.89
85.95	-40.89
85.95	-40.46
86.00	-40.46
86.00	-40.31
86.05	-40.31
86.05	-40.69
86.10	-40.69
86.10	-41.29
86.15	-41.29
86.15	-41.13
86.20	-41.13
86.20	-41.08
86.25	-41.08
86.25	-41.60
86.30	-41.60
86.30	-41.36
86.35	-41.36
86.35	-41.40
86.40	-41.40
86.40	-41.52
86.45	-41.52
86.45	-40.93
86.50	-40.93
86.50	-41.56
86.55	-41.56
86.55	-41.60
86.60	-41.60
86.60	-40.68
86.65	-40.68
86.65	-40.73
86.70	-40.73
86.70	-40.77
86.75	-40.77
86.75	-40.04
86.80	-40.04
86.80	-41.02
86.85	-41.02
86.85	-41.35
86.90	-41.35
86.90	-41.32
86.95	-41.32
86.95	-41.50
87.00	-41.50
87.00	-41.57
87.05	-41.57
87.05	-41.27
87.10	-41.27
87.10	-40.91
87.15	-40.91
87.15	-40.93
87.20	-40.93
87.20	-41.24
87.25	-41.24
87.25	-41.47
87.30	-41.47
87.30	-41.70
87.35	-41.70
87.35	-42.09
87.40	-42.09
87.40	-41.39
87.45	-41.39
87.45	-41.31
87.50	-41.31
87.50	-41.28
87.55	-41.28
87.55	-41.16
87.60	-41.16
87.60	-41.26
87.65	-41.26
87.65	-41.35
87.70	-41.35
87.70	-41.96
87.75	-41.96
87.75	-41.97
87.80	-41.97
87.80	-42.04
87.85	-42.04
87.85	-41.84
87.90	-41.84
87.90	-41.51
87.95	-41.51
87.95	-41.60
88.00	-41.60
88.00	-41.79
88.05	-41.79
88.05	-41.54
88.10	-41.54
88.10	-41.74
88.15	-41.74
88.15	-41.84
88.20	-41.84
88.20	-41.59
88.25	-41.59
88.25	-41.19
88.30	-41.19
88.30	-40.47
88.35	-40.47
88.35	-39.87
88.40	-39.87
88.40	-39.10
88.45	-39.10
88.45	-40.00
88.50	-40.00
88.50	-40.59
88.55	-40.59
88.55	-40.50
88.60	-40.50
88.60	-40.00
88.65	-40.00
88.65	-39.69
88.70	-39.69
88.70	-39.32
88.75	-39.32
88.75	-38.92
88.80	-38.92
88.80	-39.14
88.85	-39.14
88.85	-39.79
88.90	-39.79
88.90	-39.21
88.95	-39.21
88.95	-38.97
89.00	-38.97
89.00	-38.61
89.05	-38.61
89.05	-38.81
89.10	-38.81
89.10	-39.22
89.15	-39.22
89.15	-38.94
89.20	-38.94
89.20	-38.83
89.25	-38.83
89.25	-38.53
89.30	-38.53
89.30	-38.55
89.35	-38.55
89.35	-38.89
89.40	-38.89
89.40	-39.01
89.45	-39.01
89.45	-39.43
89.50	-39.43
89.50	-39.67
89.55	-39.67
89.55	-39.29
89.60	-39.29
89.60	-38.87
89.65	-38.87
89.65	-38.30
89.70	-38.30
89.70	-38.35
89.75	-38.35
89.75	-38.47
89.80	-38.47
89.80	-38.48
89.85	-38.48
89.85	-38.18
89.90	-38.18
89.90	-38.62
89.95	-38.62
89.95	-38.47
90.00	-38.47
90.00	-37.90
90.05	-37.90
90.05	-37.96
90.10	-37.96
90.10	-38.18
90.15	-38.18
90.15	-37.86
90.20	-37.86
90.20	-38.00
90.25	-38.00
90.25	-37.75
90.30	-37.75
90.30	-37.68
90.35	-37.68
90.35	-38.02
90.40	-38.02
90.40	-38.14
90.45	-38.14
90.45	-39.13
90.50	-39.13
90.50	-38.49
90.55	-38.49
90.55	-38.19
90.60	-38.19
90.60	-37.97
90.65	-37.97
90.65	-38.45
90.70	-38.45
90.70	-39.92
90.75	-39.92
90.75	-40.24
90.80	-40.24
90.80	-39.87
90.85	-39.87
90.85	-39.88
90.90	-39.88
90.90	-39.99
90.95	-39.99
90.95	-39.86
91.00	-39.86
91.00	-39.94
91.05	-39.94
91.05	-39.64
91.10	-39.64
91.10	-39.46
91.15	-39.46
91.15	-39.38
91.20	-39.38
91.20	-39.60
91.25	-39.60
91.25	-39.61
91.30	-39.61
91.30	-39.50
91.35	-39.50
91.35	-39.58
91.40	-39.58
91.40	-39.75
91.45	-39.75
91.45	-39.78
91.50	-39.78
91.50	-39.57
91.55	-39.57
91.55	-39.27
91.60	-39.27
91.60	-39.40
91.65	-39.40
91.65	-39.51
91.70	-39.51
91.70	-39.50
91.75	-39.50
91.75	-39.60
91.80	-39.60
91.80	-39.11
91.85	-39.11
91.85	-39.79
91.90	-39.79
91.90	-39.60
91.95	-39.60
91.95	-39.68
92.00	-39.68
92.00	-39.86
92.05	-39.86
92.05	-39.87
92.10	-39.87
92.10	-39.89
92.15	-39.89
92.15	-39.86
92.20	-39.86
92.20	-40.21
92.25	-40.21
92.25	-39.97
92.30	-39.97
92.30	-39.56
92.35	-39.56
92.35	-39.14
92.40	-39.14
92.40	-39.26
92.45	-39.26
92.45	-39.64
92.50	-39.64
92.50	-39.80
92.55	-39.80
92.55	-39.91
92.60	-39.91
92.60	-39.62
92.65	-39.62
92.65	-39.77
92.70	-39.77
92.70	-39.64
92.75	-39.64
92.75	-40.04
92.80	-40.04
92.80	-40.18
92.85	-40.18
92.85	-39.76
92.90	-39.76
92.90	-39.33
92.95	-39.33
92.95	-39.79
93.00	-39.79
93.00	-39.26
93.05	-39.26
93.05	-39.69
93.10	-39.69
93.10	-39.75
93.15	-39.75
93.15	-39.97
93.20	-39.97
93.20	-39.74
93.25	-39.74
93.25	-39.57
93.30	-39.57
93.30	-39.67
93.35	-39.67
93.35	-39.88
93.40	-39.88
93.40	-40.45
93.45	-40.45
93.45	-40.05
93.50	-40.05
93.50	-39.98
93.55	-39.98
93.55	-39.96
93.60	-39.96
93.60	-39.93
93.65	-39.93
93.65	-39.92
93.70	-39.92
93.70	-40.29
93.75	-40.29
93.75	-39.35
93.80	-39.35
93.80	-39.43
93.85	-39.43
93.85	-39.72
93.90	-39.72
93.90	-39.85
93.95	-39.85
93.95	-39.69
94.00	-39.69
94.00	-39.55
94.05	-39.55
94.05	-39.85
94.10	-39.85
94.10	-39.18
94.15	-39.18
94.15	-39.81
94.20	-39.81
94.20	-39.90
94.25	-39.90
94.25	-39.78
94.30	-39.78
94.30	-39.73
94.35	-39.73
94.35	-39.69
94.40	-39.69
94.40	-39.41
94.45	-39.41
94.45	-39.05
94.50	-39.05
94.50	-39.39
94.55	-39.39
94.55	-39.58
94.60	-39.58
94.60	-39.29
94.65	-39.29
94.65	-39.11
94.70	-39.11
94.70	-38.97
94.75	-38.97
94.75	-39.47
94.80	-39.47
94.80	-39.73
94.85	-39.73
94.85	-39.63
94.90	-39.63
94.90	-39.60
94.95	-39.60
94.95	-39.51
95.00	-39.51
95.00	-39.62
95.05	-39.62
95.05	-39.96
95.10	-39.96
95.10	-39.88
95.15	-39.88
95.15	-39.68
95.20	-39.68
95.20	-39.39
95.25	-39.39
95.25	-39.20
95.30	-39.20
95.30	-39.38
95.35	-39.38
95.35	-39.44
95.40	-39.44
95.40	-39.13
95.45	-39.13
95.45	-39.49
95.50	-39.49
95.50	-39.27
95.55	-39.27
95.55	-38.76
95.60	-38.76
95.60	-38.88
95.65	-38.88
95.65	-39.19
95.70	-39.19
95.70	-39.38
95.75	-39.38
95.75	-39.23
95.80	-39.23
95.80	-38.80
95.85	-38.80
95.85	-38.73
95.90	-38.73
95.90	-39.20
95.95	-39.20
95.95	-39.30
96.00	-39.30
96.00	-39.24
96.05	-39.24
96.05	-38.77
96.10	-38.77
96.10	-38.77
96.15	-38.77
96.15	-38.79
96.20	-38.79
96.20	-38.66
96.25	-38.66
96.25	-38.87
96.30	-38.87
96.30	-38.68
96.35	-38.68
96.35	-38.84
96.40	-38.84
96.40	-38.99
96.45	-38.99
96.45	-38.83
96.50	-38.83
96.50	-38.50
96.55	-38.50
96.55	-38.60
96.60	-38.60
96.60	-39.01
96.65	-39.01
96.65	-38.80
96.70	-38.80
96.70	-38.45
96.75	-38.45
96.75	-38.49
96.80	-38.49
96.80	-38.21
96.85	-38.21
96.85	-38.34
96.90	-38.34
96.90	-38.28
96.95	-38.28
96.95	-38.36
97.00	-38.36
97.00	-38.89
97.05	-38.89
97.05	-39.04
97.10	-39.04
97.10	-39.36
97.15	-39.36
97.15	-39.17
97.20	-39.17
97.20	-38.13
97.25	-38.13
97.25	-38.54
97.30	-38.54
97.30	-38.81
97.35	-38.81
97.35	-38.90
97.40	-38.90
97.40	-38.93
97.45	-38.93
97.45	-38.80
97.50	-38.80
97.50	-38.70
97.55	-38.70
97.55	-38.64
97.60	-38.64
97.60	-38.43
97.65	-38.43
97.65	-38.54
97.70	-38.54
97.70	-38.35
97.75	-38.35
97.75	-38.36
97.80	-38.36
97.80	-38.38
97.85	-38.38
97.85	-38.03
97.90	-38.03
97.90	-37.97
97.95	-37.97
97.95	-37.93
98.00	-37.93
98.00	-39.15
98.05	-39.15
98.05	-38.75
98.10	-38.75
98.10	-38.27
98.15	-38.27
98.15	-38.51
98.20	-38.51
98.20	-38.61
98.25	-38.61
98.25	-38.62
98.30	-38.62
98.30	-38.51
98.35	-38.51
98.35	-38.44
98.40	-38.44
98.40	-38.63
98.45	-38.63
98.45	-38.53
98.50	-38.53
98.50	-38.38
98.55	-38.38
98.55	-38.52
98.60	-38.52
98.60	-38.47
98.65	-38.47
98.65	-38.44
98.70	-38.44
98.70	-38.82
98.75	-38.82
98.75	-38.56
98.80	-38.56
98.80	-38.55
98.85	-38.55
98.85	-38.27
98.90	-38.27
98.90	-38.36
98.95	-38.36
98.95	-38.02
99.00	-38.02
99.00	-38.12
99.05	-38.12
99.05	-38.21
99.10	-38.21
99.10	-38.07
99.15	-38.07
99.15	-37.92
99.20	-37.92
99.20	-37.68
99.25	-37.68
99.25	-37.38
99.30	-37.38
99.30	-37.90
99.35	-37.90
99.35	-38.29
99.40	-38.29
99.40	-37.86
99.45	-37.86
99.45	-38.62
99.50	-38.62
99.50	-38.49
99.55	-38.49
99.55	-38.05
99.60	-38.05
99.60	-38.19
99.65	-38.19
99.65	-38.36
99.70	-38.36
99.70	-38.31
99.75	-38.31
99.75	-38.21
99.80	-38.21
99.80	-37.84
99.85	-37.84
99.85	-37.72
99.90	-37.72
99.90	-38.07
99.95	-38.07
99.95	-38.14
100.00	-38.14
100.00	-38.14
100.05	-38.14
100.05	-37.73
100.10	-37.73
100.10	-37.77
100.15	-37.77
100.15	-37.91
100.20	-37.91
100.20	-37.57
100.25	-37.57
100.25	-37.68
100.30	-37.68
100.30	-37.84
100.35	-37.84
100.35	-37.57
100.40	-37.57
100.40	-37.58
100.45	-37.58
100.45	-37.46
100.50	-37.46
100.50	-37.54
100.55	-37.54
100.55	-37.52
100.60	-37.52
100.60	-37.83
100.65	-37.83
100.65	-37.98
100.70	-37.98
100.70	-37.87
100.75	-37.87
100.75	-37.71
100.80	-37.71
100.80	-37.75
100.85	-37.75
100.85	-37.99
100.90	-37.99
100.90	-37.92
100.95	-37.92
100.95	-38.04
101.00	-38.04
101.00	-37.88
101.05	-37.88
101.05	-37.63
101.10	-37.63
101.10	-37.84
101.15	-37.84
101.15	-38.13
101.20	-38.13
101.20	-37.63
101.25	-37.63
101.25	-37.93
101.30	-37.93
101.30	-38.06
101.35	-38.06
101.35	-37.59
101.40	-37.59
101.40	-37.73
101.45	-37.73
101.45	-37.56
101.50	-37.56
101.50	-37.75
101.55	-37.75
101.55	-37.45
101.60	-37.45
101.60	-37.37
101.65	-37.37
101.65	-37.48
101.70	-37.48
101.70	-37.05
101.75	-37.05
101.75	-37.49
101.80	-37.49
101.80	-37.82
101.85	-37.82
101.85	-37.71
101.90	-37.71
101.90	-37.49
101.95	-37.49
101.95	-37.49
102.00	-37.49
102.00	-37.53
102.05	-37.53
102.05	-37.55
102.10	-37.55
102.10	-37.62
102.15	-37.62
102.15	-37.49
102.20	-37.49
102.20	-37.38
102.25	-37.38
102.25	-37.54
102.30	-37.54
102.30	-37.34
102.35	-37.34
102.35	-37.06
102.40	-37.06
102.40	-37.12
102.45	-37.12
102.45	-37.24
102.50	-37.24
102.50	-37.22
102.55	-37.22
102.55	-37.11
102.60	-37.11
102.60	-37.12
102.65	-37.12
102.65	-36.97
102.70	-36.97
102.70	-37.13
102.75	-37.13
102.75	-37.16
102.80	-37.16
102.80	-37.08
102.85	-37.08
102.85	-37.08
102.90	-37.08
102.90	-36.99
102.95	-36.99
102.95	-37.08
103.00	-37.08
103.00	-36.98
103.05	-36.98
103.05	-37.02
103.10	-37.02
103.10	-37.02
103.15	-37.02
103.15	-36.56
103.20	-36.56
103.20	-36.95
103.25	-36.95
103.25	-37.43
103.30	-37.43
103.30	-36.85
103.35	-36.85
103.35	-36.81
103.40	-36.81
103.40	-36.66
103.45	-36.66
103.45	-36.41
103.50	-36.41
103.50	-36.53
103.55	-36.53
103.55	-37.04
103.60	-37.04
103.60	-37.15
103.65	-37.15
103.65	-36.94
103.70	-36.94
103.70	-36.01
103.75	-36.01
103.75	-36.53
103.80	-36.53
103.80	-37.01
103.85	-37.01
103.85	-36.77
103.90	-36.77
103.90	-36.84
103.95	-36.84
103.95	-36.84
104.00	-36.84
104.00	-37.06
104.05	-37.06
104.05	-36.92
104.10	-36.92
104.10	-37.06
104.15	-37.06
104.15	-36.91
104.20	-36.91
104.20	-36.71
104.25	-36.71
104.25	-36.90
104.30	-36.90
104.30	-36.82
104.35	-36.82
104.35	-36.51
104.40	-36.51
104.40	-36.92
104.45	-36.92
104.45	-36.47
104.50	-36.47
104.50	-36.83
104.55	-36.83
104.55	-37.08
104.60	-37.08
104.60	-36.85
104.65	-36.85
104.65	-37.70
104.70	-37.70
104.70	-38.86
104.75	-38.86
104.75	-39.54
104.80	-39.54
104.80	-39.53
104.85	-39.53
104.85	-39.70
104.90	-39.70
104.90	-39.43
104.95	-39.43
104.95	-39.32
105.00	-39.32
105.00	-37.42
105.05	-37.42
105.05	-36.67
105.10	-36.67
105.10	-38.17
105.15	-38.17
105.15	-39.62
105.20	-39.62
105.20	-39.59
105.25	-39.59
105.25	-39.94
105.30	-39.94
105.30	-39.95
105.35	-39.95
105.35	-39.87
105.40	-39.87
105.40	-39.92
105.45	-39.92
105.45	-40.01
105.50	-40.01
105.50	-39.88
105.55	-39.88
105.55	-39.60
105.60	-39.60
105.60	-39.65
105.65	-39.65
105.65	-40.19
105.70	-40.19
105.70	-39.95
105.75	-39.95
105.75	-39.47
105.80	-39.47
105.80	-39.47
105.85	-39.47
105.85	-39.76
105.90	-39.76
105.90	-39.66
105.95	-39.66
105.95	-39.77
106.00	-39.77
106.00	-38.27
106.05	-38.27
106.05	-37.95
106.10	-37.95
106.10	-37.83
106.15	-37.83
106.15	-37.72
106.20	-37.72
106.20	-37.37
106.25	-37.37
106.25	-37.51
106.30	-37.51
106.30	-37.62
106.35	-37.62
106.35	-37.22
106.40	-37.22
106.40	-37.10
106.45	-37.10
106.45	-37.43
106.50	-37.43
106.50	-37.51
106.55	-37.51
106.55	-37.59
106.60	-37.59
106.60	-37.44
106.65	-37.44
106.65	-37.45
106.70	-37.45
106.70	-38.39
106.75	-38.39
106.75	-38.37
106.80	-38.37
106.80	-37.34
106.85	-37.34
106.85	-37.32
106.90	-37.32
106.90	-37.09
106.95	-37.09
106.95	-37.43
107.00	-37.43
107.00	-37.27
107.05	-37.27
107.05	-37.07
107.10	-37.07
107.10	-36.60
107.15	-36.60
107.15	-36.74
107.20	-36.74
107.20	-39.09
107.25	-39.09
107.25	-39.94
107.30	-39.94
107.30	-38.69
107.35	-38.69
107.35	-37.43
107.40	-37.43
107.40	-37.43
107.45	-37.43
107.45	-37.49
107.50	-37.49
107.50	-37.67
107.55	-37.67
107.55	-37.51
107.60	-37.51
107.60	-37.22
107.65	-37.22
107.65	-37.48
107.70	-37.48
107.70	-37.55
107.75	-37.55
107.75	-37.82
107.80	-37.82
107.80	-37.69
107.85	-37.69
107.85	-37.42
107.90	-37.42
107.90	-37.78
107.95	-37.78
107.95	-37.42
108.00	-37.42
108.00	-37.46
108.05	-37.46
108.05	-37.65
108.10	-37.65
108.10	-37.29
108.15	-37.29
108.15	-37.06
108.20	-37.06
108.20	-37.30
108.25	-37.30
108.25	-37.29
108.30	-37.29
108.30	-37.27
108.35	-37.27
108.35	-36.75
108.40	-36.75
108.40	-36.71
108.45	-36.71
108.45	-36.67
108.50	-36.67
108.50	-36.42
108.55	-36.42
108.55	-36.53
108.60	-36.53
108.60	-37.69
108.65	-37.69
108.65	-39.55
108.70	-39.55
108.70	-40.56
108.75	-40.56
108.75	-41.27
108.80	-41.27
108.80	-41.02
108.85	-41.02
108.85	-40.49
108.90	-40.49
108.90	-40.79
108.95	-40.79
108.95	-40.95
109.00	-40.95
109.00	-41.15
109.05	-41.15
109.05	-40.84
109.10	-40.84
109.10	-40.68
109.15	-40.68
109.15	-40.49
109.20	-40.49
109.20	-41.13
109.25	-41.13
109.25	-41.22
109.30	-41.22
109.30	-41.26
109.35	-41.26
109.35	-41.10
109.40	-41.10
109.40	-40.97
109.45	-40.97
109.45	-40.72
109.50	-40.72
109.50	-40.81
109.55	-40.81
109.55	-40.91
109.60	-40.91
109.60	-41.23
109.65	-41.23
109.65	-41.50
109.70	-41.50
109.70	-41.69
109.75	-41.69
109.75	-41.41
109.80	-41.41
109.80	-41.38
109.85	-41.38
109.85	-41.33
109.90	-41.33
109.90	-41.27
109.95	-41.27
109.95	-41.26
110.00	-41.26
110.00	-41.38
110.05	-41.38
110.05	-41.11
110.10	-41.11
110.10	-40.81
110.15	-40.81
110.15	-41.25
110.20	-41.25
110.20	-41.29
110.25	-41.29
110.25	-41.28
110.30	-41.28
110.30	-41.40
110.35	-41.40
110.35	-41.46
110.40	-41.46
110.40	-41.89
110.45	-41.89
110.45	-41.79
110.50	-41.79
110.50	-41.53
110.55	-41.53
110.55	-41.51
110.60	-41.51
110.60	-41.51
110.65	-41.51
110.65	-41.18
110.70	-41.18
110.70	-41.19
110.75	-41.19
110.75	-41.24
110.80	-41.24
110.80	-40.76
110.85	-40.76
110.85	-40.00
110.90	-40.00
110.90	-39.02
110.95	-39.02
110.95	-38.20
111.00	-38.20
111.00	-38.31
111.05	-38.31
111.05	-38.24
111.10	-38.24
111.10	-38.38
111.15	-38.38
111.15	-39.61
111.20	-39.61
111.20	-39.59
111.25	-39.59
111.25	-39.79
111.30	-39.79
111.30	-39.79
111.35	-39.79
111.35	-39.47
111.40	-39.47
111.40	-39.90
111.45	-39.90
111.45	-39.91
111.50	-39.91
111.50	-39.49
111.55	-39.49
111.55	-39.12
111.60	-39.12
111.60	-38.98
111.65	-38.98
111.65	-38.69
111.70	-38.69
111.70	-38.27
111.75	-38.27
111.75	-38.80
111.80	-38.80
111.80	-39.02
111.85	-39.02
111.85	-38.83
111.90	-38.83
111.90	-38.98
111.95	-38.98
111.95	-39.01
112.00	-39.01
112.00	-38.85
112.05	-38.85
112.05	-38.41
112.10	-38.41
112.10	-37.73
112.15	-37.73
112.15	-37.90
112.20	-37.90
112.20	-38.27
112.25	-38.27
112.25	-37.91
112.30	-37.91
112.30	-37.80
112.35	-37.80
112.35	-37.91
112.40	-37.91
112.40	-37.86
112.45	-37.86
112.45	-38.13
112.50	-38.13
112.50	-37.74
112.55	-37.74
112.55	-37.62
112.60	-37.62
112.60	-37.32
112.65	-37.32
112.65	-37.41
112.70	-37.41
112.70	-37.29
112.75	-37.29
112.75	-37.40
112.80	-37.40
112.80	-37.26
112.85	-37.26
112.85	-37.28
112.90	-37.28
112.90	-37.35
112.95	-37.35
112.95	-37.37
113.00	-37.37
113.00	-37.50
113.05	-37.50
113.05	-37.73
113.10	-37.73
113.10	-37.14
113.15	-37.14
113.15	-36.98
113.20	-36.98
113.20	-37.07
113.25	-37.07
113.25	-37.20
113.30	-37.20
113.30	-37.33
113.35	-37.33
113.35	-37.20
113.40	-37.20
113.40	-37.05
113.45	-37.05
113.45	-37.75
113.50	-37.75
113.50	-37.92
113.55	-37.92
113.55	-37.52
113.60	-37.52
113.60	-37.62
113.65	-37.62
113.65	-37.22
113.70	-37.22
113.70	-37.27
113.75	-37.27
113.75	-37.07
113.80	-37.07
113.80	-37.36
113.85	-37.36
113.85	-37.02
113.90	-37.02
113.90	-37.29
113.95	-37.29
113.95	-37.31
114.00	-37.31
114.00	-36.81
114.05	-36.81
114.05	-37.46
114.10	-37.46
114.10	-37.53
114.15	-37.53
114.15	-37.18
114.20	-37.18
114.20	-37.07
114.25	-37.07
114.25	-37.28
114.30	-37.28
114.30	-37.33
114.35	-37.33
114.35	-37.25
114.40	-37.25
114.40	-37.03
114.45	-37.03
114.45	-37.29
114.50	-37.29
114.50	-37.13
114.55	-37.13
114.55	-37.20
114.60	-37.20
114.60	-37.25
114.65	-37.25
114.65	-37.24
114.70	-37.24
114.70	-37.02
114.75	-37.02
114.75	-37.07
114.80	-37.07
114.80	-37.24
114.85	-37.24
114.85	-36.95
114.90	-36.95
114.90	-37.01
114.95	-37.01
114.95	-37.34
115.00	-37.34
115.00	-37.39
115.05	-37.39
115.05	-37.18
115.10	-37.18
115.10	-37.05
115.15	-37.05
115.15	-37.17
115.20	-37.17
115.20	-37.12
115.25	-37.12
115.25	-36.99
115.30	-36.99
115.30	-36.73
115.35	-36.73
115.35	-36.97
115.40	-36.97
115.40	-37.54
115.45	-37.54
115.45	-37.99
115.50	-37.99
115.50	-38.46
115.55	-38.46
115.55	-38.80
115.60	-38.80
115.60	-38.49
115.65	-38.49
115.65	-38.01
115.70	-38.01
115.70	-38.62
115.75	-38.62
115.75	-38.51
115.80	-38.51
115.80	-38.56
115.85	-38.56
115.85	-38.61
115.90	-38.61
115.90	-38.30
115.95	-38.30
115.95	-38.41
116.00	-38.41
116.00	-38.74
116.05	-38.74
116.05	-38.58
116.10	-38.58
116.10	-38.56
